transition_id,tier,spectrum_id,fit_role,arm,snr_rung,realization,fit_completed,optimizer_success,parameter_at_bound,local_hbeta_coverage,local_mask_fraction,continuum_valid,broad_component_present,broad_component_amplitude,broad_component_width,broad_flux,residual_rms_local,finite_measurement,fit_valid,invalid_reason,valid_nondetection
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,0.0,True,True,False,True,0.0,True,True,11.247218711929465,10529.238979419037,2039.2483990245132,15.742274667723882,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,0.0,True,True,False,True,0.0,True,True,19.309968624092733,8239.10893445823,3276.2287359128827,7.9413806526182755,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,1.0,True,True,False,True,0.0,True,True,11.070837580007264,8788.6946762351,1675.4298135353229,14.553616888301594,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,1.0,True,True,True,True,0.0,True,True,17.124548445934806,9484.41873500431,3572.353085931095,10.833012638677536,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,2.0,True,True,False,True,0.0,True,True,11.3980880289688,9082.400105871917,1782.6398944475309,14.245085058640734,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,2.0,True,True,True,True,0.0,True,True,20.643048936896943,8488.45592271514,3702.1344201689863,9.441062813497346,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,3.0,True,True,False,True,0.0,True,True,11.47410833013396,7965.806637600262,1573.8940212705254,7.892530163074327,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,3.0,True,True,False,True,0.0,True,True,19.72723429055634,10755.27644465929,3653.6441550716568,11.027330553988078,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,4.0,True,True,False,True,0.0,True,True,10.596381549987656,12515.129962243818,2283.671655798839,40.62950758051611,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,4.0,True,True,False,True,0.0,True,True,23.219898781512427,7383.405075617906,3854.871342430321,9.383826621966431,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,5.0,True,True,False,True,0.0,True,True,17.619692926906794,3824.433467614694,2015.4621242415928,8.441137669705494,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,5.0,True,True,False,True,0.0,True,True,16.15555744738373,10445.63899857476,2906.0163156234275,8.946939279148125,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,6.0,True,True,True,True,0.0,True,True,10.116079085520369,12274.47017596633,1978.209198822244,6.536607500206946,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,6.0,True,True,False,True,0.0,True,True,19.25397841162635,8428.345070964087,2518.0192861087517,8.672106962000386,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,7.0,True,True,False,True,0.0,True,True,11.455783544001008,7527.939904938716,2056.404670446509,6.858150913089685,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,7.0,True,True,False,True,0.0,True,True,19.531040673648192,13265.856203221188,3183.937059108155,9.717925612699297,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,8.0,True,True,True,True,0.0,True,True,12.3106652649696,12545.186013886228,2122.53988787045,7.67425357732448,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,8.0,True,True,False,True,0.0,True,True,29.701285875205485,4123.312362437938,3377.9710222703907,9.525965392107876,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,9.0,True,True,False,True,0.0,True,True,17.113081507424965,4028.479334568692,2090.8420911138705,7.178542578868979,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,9.0,True,True,False,True,0.0,True,True,18.508348187395995,12651.170389995985,4032.182840678892,38.49298007751858,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,10.0,True,True,False,True,0.0,True,True,16.936101965292494,3831.7767446522366,1523.7912641323487,8.47007203612798,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,10.0,True,True,False,True,0.0,True,True,20.081484253253738,11861.062394340188,4101.694198290872,42.8470745206413,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,11.0,True,True,True,True,0.0,True,True,10.335383660020623,11518.450250117505,2214.197821288567,14.967944565826445,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,11.0,True,True,False,True,0.0,True,True,19.36805549274112,8516.440801605462,2785.66227416103,8.507744217004893,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,12.0,True,True,False,True,0.0,True,True,12.22441425863252,7009.153201941826,1475.3524289942695,8.508692245173043,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,12.0,True,True,False,True,0.0,True,True,19.933379946657222,8548.694993067444,3661.807561502564,8.055017288602789,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,13.0,True,True,False,True,0.0,True,True,9.701281999952016,13533.835808992184,2261.0139086533222,38.77562355320999,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,13.0,True,True,False,True,0.0,True,True,16.94126949836061,12741.986787851882,3717.2827054383906,8.449821221460663,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,14.0,True,True,False,True,0.0,True,True,14.183088037356129,6814.944607490704,1664.3079468488902,8.224494571338505,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,14.0,True,True,False,True,0.0,True,True,26.202494618488004,5008.906453262679,3259.394172544786,11.418400411131298,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,15.0,True,True,False,True,0.0,True,True,12.365395374303034,10074.240302179842,2145.1397248581234,15.112322214664356,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,15.0,True,True,False,True,0.0,True,True,18.08707628114803,11198.055421932602,3487.7316493694793,16.825907662651243,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,16.0,True,True,True,True,0.0,True,True,10.593311783324566,7860.48284676692,1646.8663834205065,6.5059638657012835,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,16.0,True,True,False,True,0.0,True,True,26.888866133667477,6121.779687235177,3396.0022079979417,10.500492090487516,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,17.0,True,True,False,True,0.0,True,True,17.482851277783595,4249.127547846568,2116.199672622574,7.31723958696606,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,17.0,True,True,False,True,0.0,True,True,21.8715340283282,8434.936325199564,3176.6899651309886,10.282532156014154,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,18.0,True,True,False,True,0.0,True,True,10.744931056017036,9071.965518422156,1882.8511489555267,6.205411041642697,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,18.0,True,True,True,True,0.0,True,True,20.100404674039396,7716.827172518973,4659.817890103623,8.537621480674922,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,5.0,19.0,True,True,False,True,0.0,True,True,16.619323139899222,5013.738073448307,1801.4302856110512,7.897217255099331,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,5.0,19.0,True,True,False,True,0.0,True,True,20.2705102703149,8545.929910265504,3754.5185030279217,9.370210591693358,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,0.0,True,True,True,True,0.0,True,True,10.402029237965849,9082.903446356571,1790.0188073718052,3.775131244216922,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,0.0,True,True,False,True,0.0,True,True,19.89257758516771,10273.88618954824,3519.346012988308,13.742705950028324,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,1.0,True,True,False,True,0.0,True,True,11.81932718363754,10558.95660717394,2149.0480099467236,5.929090093652475,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,1.0,True,True,False,True,0.0,True,True,20.804588052314443,9361.503809968255,3353.7059350880386,6.655062199182963,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,2.0,True,True,False,True,0.0,True,True,11.169937752519845,9401.180652290666,1808.2794286972296,5.941667363208031,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,2.0,True,True,False,True,0.0,True,True,18.903185128316125,8149.996467653781,3025.1934691996753,4.471469566680709,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,3.0,True,True,False,True,0.0,True,True,9.966319991505657,12104.709150426695,2077.434177019867,3.9966405505715983,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,3.0,True,True,False,True,0.0,True,True,0.2174088686857089,2826.6297714432817,10.57887896786952,15.259926185108991,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,4.0,True,True,False,True,0.0,True,True,11.276254374692485,10481.62726405994,2035.265416899796,13.856309023981368,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,4.0,True,True,False,True,0.0,True,True,21.732024513276823,7515.035032094228,3695.435950728588,5.3974925049669995,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,5.0,True,True,False,True,0.0,True,True,16.763319066193105,4237.602951128122,2090.6883255242615,6.495167100129127,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,5.0,True,True,False,True,0.0,True,True,26.236746664132227,4823.408048604654,3449.534096153534,6.447589050184488,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,6.0,True,True,False,True,0.0,True,True,16.34906154901472,4506.082608436793,1873.11430762973,5.526167606028079,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,6.0,True,True,False,True,0.0,True,True,27.614749376070336,5107.479676023454,3423.55440284586,6.640677204500664,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,7.0,True,True,False,True,0.0,True,True,12.286023309826533,8481.156678803158,1794.2399931380612,5.916169168508736,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,7.0,True,True,False,True,0.0,True,True,27.306278904681847,5194.083128140429,3513.0372629981566,5.713994512955028,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,8.0,True,True,False,True,0.0,True,True,11.33747540293939,10519.85460013834,2053.8039451120494,13.244483490189063,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,8.0,True,True,False,True,0.0,True,True,18.56078624129509,11594.648775368238,3705.923696418655,39.02492288330876,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,9.0,True,True,False,True,0.0,True,True,16.850047468430773,4673.771264857068,1965.7212026075783,4.881123506393649,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,9.0,True,True,False,True,0.0,True,True,20.12563615760854,8054.685257705356,2791.3229118102595,6.943027346122171,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,10.0,True,True,True,True,0.0,True,True,11.3816500668662,6840.005923926092,1614.2150354113364,4.118496007649149,True,False,ACTIVE_BROAD_COMPONENT_PARAMETER_AT_BOUND,False
SDSSJ082942.66+415436.8,GOLD,761-54524-71,pilot_matched_bright,matched,10.0,10.0,True,True,False,True,0.0,True,True,25.755844679231643,5252.984611906391,2965.3450008076015,7.118767403387221,True,True,,False
SDSSJ082942.66+415436.8,GOLD,761-52266-60,pilot_faint_shared_across_arms,shared,10.0,11.0,True,True,False,True,0.0,True,True,11.662170118498238,8042.125717981378,1615.017664629417,5.761620330214578,True,True,,False
