transition_id,tier,selection_role,snr_rung,arm,realization,seed_namespace,faint_seed,bright_seed,faint_achieved_sn,bright_achieved_sn,engineering_fit_ok,yang_engineering_label,yang_engineering_ratio,yang_final_label,yang_final_reason,green_final_label,green_final_reason,bright_status,bright_broad_hbeta_flux,bright_broad_hbeta_ew,bright_broad_hbeta_snr,bright_broad_hbeta_detected,bright_l5100,faint_status,faint_broad_hbeta_flux,faint_broad_hbeta_ew,faint_broad_hbeta_snr,faint_broad_hbeta_detected,faint_l5100
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,faint_only,0,p3sf:q1:d088:stability:v1,2838592292,,5.086873089614413,25.604863287386916,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3753.736868302251,144.96376661826088,12.465434042078058,True,43.74786467107046,ok,1737.2072589041209,104.57064834223101,2.2614346649623744,False,43.565800605940105
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,matched,0,p3sf:q1:d088:stability:v1,2838592292,3873204170.0,5.086873089614413,5.17803571987149,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3276.2287359128827,122.88178972814822,2.8885893320670224,False,43.76149215032219,ok,1737.2072589041209,104.57064834223101,2.2614346649623744,False,43.565800605940105
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,faint_only,1,p3sf:q1:d088:stability:v1,982962140,,5.0918391816777415,25.604863287386916,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3753.736868302251,144.96376661826088,12.465434042078058,True,43.74786467107046,ok,1675.6935011860419,89.235030854622,2.28727900038079,False,43.61611448058993
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,matched,1,p3sf:q1:d088:stability:v1,982962140,2584809422.0,5.0918391816777415,4.974624257375646,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3572.353085931095,139.7232724502485,2.432890118895424,False,43.7431601279916,ok,1675.6935011860419,89.235030854622,2.28727900038079,False,43.61611448058993
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,faint_only,2,p3sf:q1:d088:stability:v1,48101196,,5.02366765708584,25.604863287386916,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3753.736868302251,144.96376661826088,12.465434042078058,True,43.74786467107046,ok,1782.6398944475309,103.7194889884049,2.1979728753472454,False,43.58259331233128
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,matched,2,p3sf:q1:d088:stability:v1,48101196,2920355261.0,5.02366765708584,5.106010849947977,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3656.5427863785403,142.2463016403227,2.9640218616319123,False,43.74645055603198,ok,1782.6398944475309,103.7194889884049,2.1979728753472454,False,43.58259331233128
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,faint_only,3,p3sf:q1:d088:stability:v1,1500358185,,4.994764716687318,25.604863287386916,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3753.736868302251,144.96376661826088,12.465434042078058,True,43.74786467107046,ok,1573.8940212705254,95.66956277036621,2.171986036360358,False,43.56117071606955
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,matched,3,p3sf:q1:d088:stability:v1,1500358185,1737598948.0,4.994764716687318,5.09267106402927,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3653.6441550716568,159.69788157656973,2.62353271619862,False,43.702981546812445,ok,1573.8940212705254,95.66956277036621,2.171986036360358,False,43.56117071606955
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,faint_only,4,p3sf:q1:d088:stability:v1,3564635961,,5.193214270263,25.604863287386916,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3753.736868302251,144.96376661826088,12.465434042078058,True,43.74786467107046,ok,2283.671655798839,125.11463005707978,2.0388492847055413,False,43.60615828745137
SDSSJ082942.66+415436.8,GOLD,GOLD_HIGH_NATIVE_SN,5.0,matched,4,p3sf:q1:d088:stability:v1,3564635961,285289326.0,5.193214270263,5.15983163943978,True,CL,0.0,unclassifiable,FIT_BOUNDARY_VALIDITY_AUDIT_NOT_IMPLEMENTED,unclassifiable,SOURCE_PROTOCOL_PIXEL_NSIGMA_PREPROCESSING_NOT_IMPLEMENTED,ok,3516.771698708284,168.20967965301804,2.79518380497093,False,43.665626649633666,ok,2283.671655798839,125.11463005707978,2.0388492847055413,False,43.60615828745137
